0,0,0,0,0,0,0,0,0,0,100,0,0,0
0,0,0,0,0,0,0,0,0,1,100,0,0,0
0,0,0,0,0,0,0,0,0,2,100,0,0,0
0,0,0,0,0,0,0,0,1,0,50,50,0,0
0,0,0,0,0,0,0,0,1,1,50,50,0,0
0,0,0,0,0,0,0,0,1,2,50,50,0,0
0,0,0,0,0,0,0,0,2,0,0,100,0,0
0,0,0,0,0,0,0,0,2,1,0,100,0,0
0,0,0,0,0,0,0,0,2,2,0,100,0,0
0,0,0,0,0,0,0,1,0,0,100,0,0,0
0,0,0,0,0,0,0,1,0,1,100,0,0,0
0,0,0,0,0,0,0,1,0,2,100,0,0,0
0,0,0,0,0,0,0,1,1,0,50,50,0,0
0,0,0,0,0,0,0,1,1,1,50,50,0,0
0,0,0,0,0,0,0,1,1,2,50,50,0,0
0,0,0,0,0,0,0,1,2,0,0,100,0,0
0,0,0,0,0,0,0,1,2,1,0,100,0,0
0,0,0,0,0,0,0,1,2,2,0,100,0,0
0,0,0,0,0,0,0,2,0,0,100,0,0,0
0,0,0,0,0,0,0,2,0,1,100,0,0,0
0,0,0,0,0,0,0,2,0,2,100,0,0,0
0,0,0,0,0,0,0,2,1,0,50,50,0,0
0,0,0,0,0,0,0,2,1,1,50,50,0,0
0,0,0,0,0,0,0,2,1,2,50,50,0,0
0,0,0,0,0,0,0,2,2,0,0,100,0,0
0,0,0,0,0,0,0,2,2,1,0,100,0,0
0,0,0,0,0,0,0,2,2,2,0,100,0,0
0,0,0,0,0,0,1,0,0,0,89,0,10,1
0,0,0,0,0,0,1,0,0,1,94,0,6,0
0,0,0,0,0,0,1,0,0,2,99,1,0,0
0,0,0,0,0,0,1,0,1,0,44,44,9,3
0,0,0,0,0,0,1,0,1,1,48,44,9,0
0,0,0,0,0,0,1,0,1,2,47,53,0,0
0,0,0,0,0,0,1,0,2,0,0,88,6,6
0,0,0,0,0,0,1,0,2,1,1,88,11,0
0,0,0,0,0,0,1,0,2,2,0,100,0,0
0,0,0,0,0,0,1,1,0,0,89,0,10,1
0,0,0,0,0,0,1,1,0,1,94,0,6,0
0,0,0,0,0,0,1,1,0,2,99,1,0,0
0,0,0,0,0,0,1,1,1,0,44,44,9,3
0,0,0,0,0,0,1,1,1,1,48,44,9,0
0,0,0,0,0,0,1,1,1,2,47,53,0,0
0,0,0,0,0,0,1,1,2,0,0,88,6,6
0,0,0,0,0,0,1,1,2,1,1,88,11,0
0,0,0,0,0,0,1,1,2,2,0,100,0,0
0,0,0,0,0,0,1,2,0,0,89,0,10,1
0,0,0,0,0,0,1,2,0,1,94,0,6,0
0,0,0,0,0,0,1,2,0,2,99,1,0,0
0,0,0,0,0,0,1,2,1,0,44,44,9,3
0,0,0,0,0,0,1,2,1,1,48,44,9,0
0,0,0,0,0,0,1,2,1,2,47,53,0,0
0,0,0,0,0,0,1,2,2,0,0,88,6,6
0,0,0,0,0,0,1,2,2,1,1,88,11,0
0,0,0,0,0,0,1,2,2,2,0,100,0,0
0,0,0,0,0,0,2,0,0,0,83,0,15,2
0,0,0,0,0,0,2,0,0,1,91,0,9,0
0,0,0,0,0,0,2,0,0,2,98,2,0,0
0,0,0,0,0,0,2,0,1,0,41,41,14,5
0,0,0,0,0,0,2,0,1,1,46,41,13,0
0,0,0,0,0,0,2,0,1,2,45,55,0,0
0,0,0,0,0,0,2,0,2,0,0,81,9,9
0,0,0,0,0,0,2,0,2,1,2,81,17,0
0,0,0,0,0,0,2,0,2,2,0,100,0,0
0,0,0,0,0,0,2,1,0,0,83,0,15,2
0,0,0,0,0,0,2,1,0,1,91,0,9,0
0,0,0,0,0,0,2,1,0,2,98,2,0,0
0,0,0,0,0,0,2,1,1,0,41,41,14,5
0,0,0,0,0,0,2,1,1,1,46,41,13,0
0,0,0,0,0,0,2,1,1,2,45,55,0,0
0,0,0,0,0,0,2,1,2,0,0,81,9,9
0,0,0,0,0,0,2,1,2,1,2,81,17,0
0,0,0,0,0,0,2,1,2,2,0,100,0,0
0,0,0,0,0,0,2,2,0,0,83,0,15,2
0,0,0,0,0,0,2,2,0,1,91,0,9,0
0,0,0,0,0,0,2,2,0,2,98,2,0,0
0,0,0,0,0,0,2,2,1,0,41,41,14,5
0,0,0,0,0,0,2,2,1,1,46,41,13,0
0,0,0,0,0,0,2,2,1,2,45,55,0,0
0,0,0,0,0,0,2,2,2,0,0,81,9,9
0,0,0,0,0,0,2,2,2,1,2,81,17,0
0,0,0,0,0,0,2,2,2,2,0,100,0,0
0,0,0,0,0,0,3,0,0,0,77,0,20,2
0,0,0,0,0,0,3,0,0,1,88,0,12,0
0,0,0,0,0,0,3,0,0,2,98,2,0,0
0,0,0,0,0,0,3,0,1,0,38,38,19,6
0,0,0,0,0,0,3,0,1,1,45,38,17,0
0,0,0,0,0,0,3,0,1,2,44,56,0,0
0,0,0,0,0,0,3,0,2,0,0,75,13,13
0,0,0,0,0,0,3,0,2,1,2,75,23,0
0,0,0,0,0,0,3,0,2,2,0,100,0,0
0,0,0,0,0,0,3,1,0,0,78,0,20,2
0,0,0,0,0,0,3,1,0,1,88,0,12,0
0,0,0,0,0,0,3,1,0,2,98,2,0,0
0,0,0,0,0,0,3,1,1,0,38,38,19,6
0,0,0,0,0,0,3,1,1,1,45,38,17,0
0,0,0,0,0,0,3,1,1,2,44,56,0,0
0,0,0,0,0,0,3,1,2,0,0,75,12,12
0,0,0,0,0,0,3,1,2,1,2,75,23,0
0,0,0,0,0,0,3,1,2,2,0,100,0,0
0,0,0,0,0,0,3,2,0,0,78,0,20,2
0,0,0,0,0,0,3,2,0,1,87,0,12,0
0,0,0,0,0,0,3,2,0,2,98,2,0,0
0,0,0,0,0,0,3,2,1,0,38,38,19,6
0,0,0,0,0,0,3,2,1,1,45,38,17,0
0,0,0,0,0,0,3,2,1,2,44,56,0,0
0,0,0,0,0,0,3,2,2,0,0,75,12,12
0,0,0,0,0,0,3,2,2,1,2,75,22,0
0,0,0,0,0,0,3,2,2,2,0,100,0,0
0,0,0,0,0,1,0,0,0,0,100,0,0,0
0,0,0,0,0,1,0,0,0,1,100,0,0,0
0,0,0,0,0,1,0,0,0,2,100,0,0,0
0,0,0,0,0,1,0,0,1,0,50,50,0,0
0,0,0,0,0,1,0,0,1,1,50,50,0,0
0,0,0,0,0,1,0,0,1,2,50,50,0,0
0,0,0,0,0,1,0,0,2,0,0,100,0,0
0,0,0,0,0,1,0,0,2,1,0,100,0,0
0,0,0,0,0,1,0,0,2,2,0,100,0,0
0,0,0,0,0,1,0,1,0,0,100,0,0,0
0,0,0,0,0,1,0,1,0,1,100,0,0,0
0,0,0,0,0,1,0,1,0,2,100,0,0,0
0,0,0,0,0,1,0,1,1,0,50,50,0,0
0,0,0,0,0,1,0,1,1,1,50,50,0,0
0,0,0,0,0,1,0,1,1,2,50,50,0,0
0,0,0,0,0,1,0,1,2,0,0,100,0,0
0,0,0,0,0,1,0,1,2,1,0,100,0,0
0,0,0,0,0,1,0,1,2,2,0,100,0,0
0,0,0,0,0,1,0,2,0,0,100,0,0,0
0,0,0,0,0,1,0,2,0,1,100,0,0,0
0,0,0,0,0,1,0,2,0,2,100,0,0,0
0,0,0,0,0,1,0,2,1,0,50,50,0,0
0,0,0,0,0,1,0,2,1,1,50,50,0,0
0,0,0,0,0,1,0,2,1,2,50,50,0,0
0,0,0,0,0,1,0,2,2,0,0,100,0,0
0,0,0,0,0,1,0,2,2,1,0,100,0,0
0,0,0,0,0,1,0,2,2,2,0,100,0,0
